budget,genres,id,original_language,popularity,release_date,revenue,runtime,title,vote_average,vote_count,director
65000000.0,Crime Thriller,189,en,85.428395,20-08-2014,39407616.0,102.0,Sin City: A Dame to Kill For,6.3,1286,Robert Rodriguez
62000000.0,Action Drama Thriller,9331,en,18.832471,03-08-1994,215887717.0,141.0,Clear and Present Danger,6.4,386,Phillip Noyce
62000000.0,Action Drama Thriller War,3536,en,18.096884,20-04-2000,127666415.0,116.0,U-571,6.1,340,Jonathan Mostow
62000000.0,Action Adventure Comedy Thriller Crime,12138,en,11.262655,23-02-2001,18720175.0,125.0,3000 Miles to Graceland,5.8,178,Demian Lichtenstein
61000000.0,Mystery Thriller Drama,210577,en,143.041543,01-10-2014,369330363.0,145.0,Gone Girl,7.9,5862,David Fincher
60000000.0,Action Drama Mystery Thriller,2501,en,86.476817,14-06-2002,214034224.0,119.0,The Bourne Identity,7.3,3583,Doug Liman
58000000.0,Adventure Action Thriller,710,en,59.824565,16-11-1995,352194034.0,130.0,GoldenEye,6.6,1174,Martin Campbell
60000000.0,Crime Drama Mystery Thriller,2275,en,18.345613,18-06-1999,149705852.0,116.0,The General's Daughter,6.1,205,Simon West
58000000.0,Action Adventure Comedy Crime Thriller,39514,en,41.430245,13-10-2010,71664962.0,111.0,RED,6.6,2808,Robert Schwentke
65000000.0,Drama Crime Thriller,1538,en,44.815022,04-08-2004,217764291.0,120.0,Collateral,7.0,1451,Michael Mann
60000000.0,Drama Action Thriller,11128,en,10.99991,01-10-2004,74541707.0,115.0,Ladder 49,6.2,207,Jay Russell
60000000.0,Crime Drama Thriller,75780,en,56.868399,20-12-2012,218340595.0,130.0,Jack Reacher,6.3,2998,Christopher McQuarrie
60000000.0,Action Science-Fiction Thriller,8914,en,22.991269,28-07-1999,73648228.0,105.0,Deep Blue Sea,5.6,604,Renny Harlin
60000000.0,Drama Thriller Science-Fiction,39538,en,38.820858,08-09-2011,137551594.0,106.0,Contagion,6.2,1325,Steven Soderbergh
60000000.0,Thriller Science-Fiction,8645,en,20.501582,11-06-2008,163403799.0,91.0,The Happening,4.9,950,M. Night Shyamalan
70000000.0,Action Drama Thriller Crime,9509,en,45.299089,23-04-2004,130293714.0,146.0,Man on Fire,7.3,1553,Tony Scott
60000000.0,Action Thriller Adventure Crime,4824,en,19.747459,14-11-1997,159330280.0,124.0,The Jackal,6.1,527,Michael Caton-Jones
60000000.0,Action Adventure Mystery Science-Fiction Thriller,9620,en,29.018826,25-12-2003,96269812.0,119.0,Paycheck,5.9,581,John Woo
60000000.0,Action Thriller,3512,en,13.080725,13-07-1995,104324083.0,100.0,Under Siege 2: Dark Territory,5.6,210,Geoff Murphy
60000000.0,Action Drama Thriller,137094,en,42.538258,15-01-2014,50549107.0,105.0,Jack Ryan: Shadow Recruit,5.9,1173,Kenneth Branagh
60000000.0,Action Crime Thriller,267860,en,61.849521,02-03-2016,205754447.0,99.0,London Has Fallen,5.8,1621,Babak Najafi
70000000.0,Science-Fiction Horror Action,8078,en,37.44963,12-11-1997,162000000.0,109.0,Alien: Resurrection,5.9,1365,Jean-Pierre Jeunet
61000000.0,Action Drama Mystery Thriller Crime,7485,en,37.378081,22-03-2007,95696996.0,124.0,Shooter,6.9,1462,Antoine Fuqua
60000000.0,Crime Drama Action Thriller,82682,en,29.041198,10-01-2013,105200903.0,113.0,Gangster Squad,6.2,1778,Ruben Fleischer
60000000.0,Action Thriller Crime,5820,en,15.352807,19-04-2006,77920346.0,108.0,The Sentinel,5.8,225,Clark Johnson
60000000.0,Science-Fiction Action Adventure Thriller,201,en,21.605533,13-12-2002,67312826.0,117.0,Star Trek: Nemesis,6.1,479,Stuart Baird
80000000.0,Crime Drama Mystery Thriller,12201,en,24.657931,29-01-2010,74901339.0,117.0,Edge of Darkness,6.2,487,Martin Campbell
60000000.0,Horror Mystery Thriller,11015,en,12.621769,10-01-1997,33956608.0,110.0,The Relic,5.8,130,Peter Hyams
60000000.0,Action Crime Drama Thriller,13389,en,18.380176,11-09-2008,73174566.0,101.0,Righteous Kill,5.9,375,Jon Avnet
60000000.0,Action Science-Fiction Fantasy Thriller Horror,38321,en,28.350927,05-05-2011,78309131.0,87.0,Priest,5.4,692,Scott Stewart
60000000.0,Horror Science-Fiction Mystery,8413,en,29.787135,15-08-1997,26673242.0,96.0,Event Horizon,6.5,742,Paul W.S. Anderson
72000000.0,Action Drama Thriller,2100,en,15.433244,19-10-2001,27642707.0,131.0,The Last Castle,7.0,285,Rod Lurie
90000000.0,Horror Science-Fiction Thriller,10384,en,5.762037,14-01-2000,14828081.0,91.0,Supernova,4.9,109,Walter Hill
30000000.0,Drama Horror Thriller,9009,en,14.376463,27-06-2005,25473093.0,105.0,Dark Water,5.3,274,Walter Salles
60000000.0,Action Comedy Thriller Crime Science-Fiction,8285,en,14.84856,25-12-2008,39031337.0,103.0,The Spirit,4.7,320,Frank Miller
58000000.0,Adventure Horror Comedy,257445,en,45.351617,05-08-2015,158162788.0,103.0,Goosebumps,6.2,995,Rob Letterman
63000000.0,Action Adventure Thriller War,1370,en,31.294717,24-05-1988,189015611.0,102.0,Rambo III,5.7,690,Peter MacDonald
60000000.0,Action Adventure Horror Science-Fiction,35791,en,2.143764,09-09-2010,300228084.0,97.0,Resident Evil: Afterlife,5.8,1363,Paul W.S. Anderson
57000000.0,Drama Horror Mystery Thriller,1813,en,33.8473,17-10-1997,152944660.0,144.0,The Devil's Advocate,7.2,1374,Taylor Hackford
57000000.0,Action Fantasy Thriller,71676,en,48.622278,10-12-2011,149217355.0,95.0,Ghost Rider: Spirit of Vengeance,4.7,1135,Brian Taylor
56000000.0,Action Comedy Drama Family Thriller,10022,en,35.4763,04-03-2005,113006880.0,95.0,The Pacifier,5.8,842,Adam Shankman
56000000.0,Adventure Drama Action Thriller,11358,en,23.438398,02-04-2004,57223890.0,86.0,Walking Tall,6.0,381,Kevin Bray
55000000.0,Action Drama Thriller,109424,en,52.786917,10-10-2013,95000000.0,134.0,Captain Phillips,7.6,2454,Paul Greengrass
55000000.0,Thriller Action Crime,156022,en,79.922059,24-09-2014,192330738.0,132.0,The Equalizer,7.1,2954,Antoine Fuqua
53000000.0,Action Thriller Drama,8963,en,20.334629,12-05-1995,157387195.0,116.0,Crimson Tide,7.0,498,Tony Scott
55000000.0,Thriller Drama Mystery,9315,en,32.05145,22-09-2005,223387299.0,98.0,Flightplan,6.1,772,Robert Schwentke
55000000.0,Drama Thriller Crime Mystery Romance,8984,en,15.064058,09-12-1994,214015089.0,123.0,Disclosure,5.9,210,Barry Levinson
30000000.0,Action Crime Thriller,393,en,50.622607,16-04-2004,152159461.0,136.0,Kill Bill: Vol. 2,7.6,3948,Quentin Tarantino
55000000.0,Action Adventure Drama Thriller,2320,en,17.231675,15-03-1996,121969216.0,133.0,Executive Decision,5.8,256,Stuart Baird
50000000.0,Science-Fiction Action Horror,8077,en,45.856409,22-05-1992,159773545.0,114.0,Alien³,6.2,1633,David Fincher
55000000.0,Action Thriller Crime Adventure,8195,en,32.657488,25-09-1998,41610884.0,122.0,Ronin,6.7,658,John Frankenheimer
55000000.0,Drama Action Thriller Crime,10632,en,8.634954,11-03-2003,34234008.0,94.0,The Hunted,6.0,189,William Friedkin
50000000.0,Action Drama Science-Fiction Thriller,12123,en,20.58862,02-08-1996,60209334.0,107.0,Chain Reaction,5.3,284,Andrew Davis
55000000.0,Drama Mystery Thriller,9566,en,4.366488,15-08-1996,18626419.0,116.0,The Fan,5.7,194,Tony Scott
70000000.0,Thriller Drama Romance,9833,en,18.927463,08-12-2004,154648887.0,143.0,The Phantom of the Opera,7.0,438,Joel Schumacher
55000000.0,Action Thriller Crime,34314,en,4.700024,09-01-1997,11466088.0,100.0,Turbulence,5.2,62,Robert Butler
55000000.0,Action Thriller,10375,en,12.669778,04-01-2002,6416302.0,96.0,D-Tox,5.3,123,Jim Gillespie
54000000.0,Fantasy Horror Action Thriller,36586,en,67.169587,22-03-2002,155010032.0,117.0,Blade II,6.2,1528,Guillermo del Toro
55000000.0,Action Crime Thriller,70074,en,22.503935,31-01-2013,9489829.0,92.0,Bullet to the Head,5.2,481,Walter Hill
54000000.0,Crime Drama Thriller,242,en,59.194915,24-12-1990,136766062.0,162.0,The Godfather: Part III,7.1,1546,Francis Ford Coppola
55000000.0,Drama Thriller,1717,en,7.768223,10-09-2006,9450897.0,125.0,All the King's Men,5.7,95,Steven Zaillian
46000000.0,Action Adventure Crime Thriller,479,en,19.643365,15-06-2000,107196498.0,99.0,Shaft,5.5,308,John Singleton
75000000.0,Mystery Thriller Crime,11456,en,8.41856,30-10-2001,54249294.0,89.0,Domestic Disturbance,5.4,113,Harold Becker
53000000.0,Drama Crime Thriller,22803,en,49.593978,15-10-2009,126690726.0,109.0,Law Abiding Citizen,7.2,1486,F. Gary Gray
67000000.0,Thriller Action Horror,285923,en,16.637642,06-04-2007,25037897.0,191.0,Grindhouse,6.8,459,Robert Rodriguez
0.0,Drama Thriller,39437,en,1.453765,16-10-1998,0.0,172.0,Beloved,5.9,26,Jonathan Demme
40000000.0,Thriller Drama History,97630,en,38.306954,19-12-2012,132820716.0,157.0,Zero Dark Thirty,6.7,1702,Kathryn Bigelow
52000000.0,Action Crime Thriller,26389,en,27.916284,05-02-2010,52826594.0,92.0,From Paris with Love,6.1,675,Pierre Morel
50200000.0,Science-Fiction Thriller Romance,38050,en,26.60772,03-03-2011,127869379.0,106.0,The Adjustment Bureau,6.5,1652,George Nolfi
50000000.0,Thriller Science-Fiction Mystery,37686,en,37.069253,08-06-2011,260095987.0,112.0,Super 8,6.6,2435,J.J. Abrams
60000000.0,Horror Romance,628,en,50.163785,11-11-1994,223664608.0,123.0,Interview with the Vampire,7.2,1516,Neil Jordan
45000000.0,Crime Drama Thriller,388,en,45.220386,23-03-2006,184376254.0,129.0,Inside Man,7.3,1630,Spike Lee
90000000.0,Drama Action Thriller Crime,2112,en,17.457947,05-02-1999,161626121.0,100.0,Payback,6.7,548,Brian Helgeland
50000000.0,Drama Horror Thriller,10320,en,32.233713,17-03-2005,161451538.0,110.0,The Ring Two,5.4,632,Hideo Nakata
50000000.0,Action Drama Science-Fiction Thriller,6950,en,30.397496,10-03-1995,189859560.0,127.0,Outbreak,6.3,513,Wolfgang Petersen
50000000.0,Action Thriller Mystery,225574,en,83.295796,26-01-2014,222809600.0,106.0,Non-Stop,6.8,2268,Jaume Collet-Serra
50000000.0,Adventure Family Fantasy Science-Fiction Thriller,13836,en,23.935053,12-03-2009,106303988.0,98.0,Race to Witch Mountain,5.5,509,Andy Fickman
54000000.0,Action Thriller Fantasy,752,en,84.630969,15-03-2006,132511035.0,132.0,V for Vendetta,7.7,4442,James McTeigue
50000000.0,Thriller,12103,en,11.596207,28-09-2001,100020092.0,113.0,Don't Say a Word,6.0,220,Gary Fleder
50000000.0,Fantasy Horror Action,60304,en,53.02787,17-01-2013,224803475.0,88.0,Hansel & Gretel: Witch Hunters,5.7,3239,Tommy Wirkola
50000000.0,Thriller Drama,2251,en,14.382253,10-05-2002,119137784.0,124.0,Unfaithful,6.3,276,Adrian Lyne
50000000.0,Action Thriller Science-Fiction Adventure,46529,en,43.450266,18-02-2011,144492830.0,109.0,I Am Number Four,5.9,1567,D.J. Caruso
50000000.0,Drama Thriller,231,en,16.871194,23-11-2005,94000000.0,128.0,Syriana,6.3,451,Stephen Gaghan
50000000.0,Action Drama History Thriller War,300671,en,42.526529,13-01-2016,69411370.0,144.0,13 Hours: The Secret Soldiers of Benghazi,7.0,938,Michael Bay
45000000.0,Thriller,9754,en,18.186026,10-02-2006,82800000.0,105.0,Firewall,5.6,267,Richard Loncraine
50000000.0,Crime Drama Thriller,66,en,13.576765,14-02-1997,50068310.0,121.0,Absolute Power,6.4,223,Clint Eastwood
50000000.0,Drama Thriller Mystery,2649,en,62.925175,12-09-1997,109423648.0,129.0,The Game,7.5,1506,David Fincher
50000000.0,Horror Mystery,588,en,32.927994,21-04-2006,97607453.0,125.0,Silent Hill,6.3,1067,Christophe Gans
50000000.0,Action Thriller,216282,en,20.566554,06-08-2014,160602194.0,89.0,Into the Storm,5.8,817,Steven Quale
50000000.0,Comedy Horror Fantasy,928,en,33.98637,15-06-1990,41482207.0,106.0,Gremlins 2: The New Batch,6.2,652,Joe Dante
45000000.0,Horror Action Science-Fiction,1577,en,29.880122,10-09-2004,129394835.0,94.0,Resident Evil: Apocalypse,6.1,1267,Alexander Witt
50000000.0,Thriller Crime Drama,2116,en,14.993459,03-10-2003,55495563.0,105.0,Out of Time,6.1,298,Carl Franklin
50000000.0,Action Thriller,9624,en,9.114168,18-02-1994,49000000.0,102.0,On Deadly Ground,4.5,104,Steven Seagal
40000000.0,Drama Adventure Romance Thriller,1907,en,41.362082,11-02-2000,144056873.0,119.0,The Beach,6.3,1233,Danny Boyle
40000000.0,Action Crime Thriller,22832,en,19.085403,29-09-2009,60462347.0,99.0,Ninja Assassin,6.2,371,James McTeigue
50000000.0,Drama Thriller Crime,9879,en,11.106006,28-06-1996,113309743.0,115.0,Striptease,4.4,205,Andrew Bergman
50000000.0,Crime Drama Thriller,11892,en,16.167093,19-04-2002,56714147.0,120.0,Murder by Numbers,6.0,268,Barbet Schroeder
50000000.0,Action Adventure Crime Thriller,9691,en,23.073933,06-10-1995,30303072.0,132.0,Assassins,6.0,387,Richard Donner
50000000.0,Crime Drama Thriller,1248,en,6.567065,06-02-2007,82169884.0,121.0,Hannibal Rising,6.0,654,Peter Webber
44000000.0,Action Adventure Romance Science-Fiction Thriller,72710,en,42.933027,22-03-2013,63327201.0,125.0,The Host,6.0,1817,Andrew Niccol
50000000.0,Action Drama Mystery Thriller Crime,10782,en,19.226763,18-04-2003,42792561.0,98.0,Basic,6.2,286,John McTiernan
50000000.0,Crime Drama Mystery Thriller,9573,en,10.089065,04-08-2002,26199517.0,110.0,Blood Work,6.1,206,Clint Eastwood
50000000.0,Drama Thriller Crime,4959,en,13.391833,03-02-2009,60161391.0,118.0,The International,6.0,368,Tom Tykwer
50000000.0,Action Adventure Science-Fiction Thriller,10061,en,21.637234,09-08-1996,42277365.0,97.0,Escape from L.A.,5.6,373,John Carpenter
50000000.0,War Action Drama History Thriller,316152,en,21.589393,24-06-2016,25035950.0,139.0,Free State of Jones,6.6,428,Gary Ross
50000000.0,Drama Thriller Crime,11615,en,22.442241,21-02-2003,38955598.0,130.0,The Life of David Gale,7.3,480,Alan Parker
50000000.0,Action Crime Drama Mystery Thriller,241554,en,74.64653,11-03-2015,71561644.0,114.0,Run All Night,6.3,1148,Jaume Collet-Serra
51500000.0,Thriller Crime Mystery,2252,en,35.481169,14-09-2007,55112356.0,100.0,Eastern Promises,7.2,848,David Cronenberg
50000000.0,Action Thriller Adventure Crime,11968,en,14.723467,30-09-2005,44434439.0,110.0,Into the Blue,5.8,458,John Stockwell
50000000.0,Drama Thriller Mystery,69668,en,19.267479,30-09-2011,38502340.0,84.0,Dream House,5.8,391,Jim Sheridan
50000000.0,Action Drama Thriller,9770,en,3.314004,07-11-1997,10541523.0,114.0,Mad City,5.9,81,Costa-Gavras
22000000.0,Drama Thriller,38363,en,12.54949,20-05-2010,24188922.0,108.0,Fair Game,6.5,235,Doug Liman
50000000.0,Action Thriller Mystery Romance,11863,en,8.189406,13-10-1995,9851610.0,95.0,Jade,5.2,44,William Friedkin
50000000.0,Action Thriller Science-Fiction,18501,en,27.631262,03-09-2009,40828540.0,95.0,Gamer,5.6,760,Brian Taylor
50000000.0,Fantasy Thriller Action Crime,47327,en,30.387148,24-02-2011,28931401.0,105.0,Drive Angry,5.3,600,Patrick Lussier
50000000.0,Action Adventure Science-Fiction Thriller,15268,en,8.139676,27-02-2009,12764201.0,97.0,Street Fighter: The Legend of Chun-Li,3.9,112,Andrzej Bartkowiak
49000000.0,Action Science-Fiction Thriller,10796,en,21.746245,02-11-2001,72700000.0,87.0,The One,5.7,437,James Wong
49000000.0,Action Comedy Thriller Crime Mystery,9548,en,2.808428,11-07-1990,20423389.0,104.0,The Adventures of Ford Fairlane,6.2,71,Renny Harlin
48000000.0,Thriller Drama Crime,1900,en,25.170217,27-12-2000,207515725.0,147.0,Traffic,6.9,562,Steven Soderbergh
73000000.0,Drama Mystery Thriller Crime,9481,en,33.884459,04-11-1999,151493655.0,118.0,The Bone Collector,6.5,826,Phillip Noyce
48000000.0,Crime Drama Thriller,4547,en,53.043124,29-03-2002,196397415.0,111.0,Panic Room,6.5,1267,David Fincher
0.0,Horror,53953,de,0.716764,08-08-2006,0.0,0.0,The Tooth Fairy,4.3,13,Chuck Bowman
50000000.0,Crime Thriller,181283,en,40.371098,15-03-2015,3324330.0,137.0,Child 44,6.1,547,Daniel Espinosa
48000000.0,Thriller Action,260346,en,88.844777,16-12-2014,325771424.0,109.0,Taken 3,6.1,2200,Olivier Megaton
47000000.0,Comedy Drama Thriller,9894,en,19.525659,10-06-1996,102825796.0,96.0,The Cable Guy,5.7,594,Ben Stiller
47000000.0,Adventure Action Comedy Thriller Crime,8592,en,7.859226,15-06-1990,103738726.0,103.0,Dick Tracy,5.9,251,Warren Beatty
15000000.0,Action Adventure Thriller War,1368,en,63.071046,22-10-1982,125212904.0,93.0,First Blood,7.2,1488,Ted Kotcheff
47000000.0,Drama Horror Thriller Romance,9095,en,6.067212,23-02-1996,12379402.0,104.0,Mary Reilly,5.7,74,Stephen Frears
46000000.0,Crime Mystery Thriller,320,en,41.322708,24-05-2002,113714830.0,118.0,Insomnia,6.8,1148,Christopher Nolan
46000000.0,Science-Fiction Action Adventure Thriller,199,en,25.6713,21-11-1996,150000000.0,111.0,Star Trek: First Contact,7.0,661,Jonathan Frakes
47000000.0,Action Western Drama Fantasy Thriller,20533,en,22.581313,18-06-2010,10539000.0,80.0,Jonah Hex,4.4,420,Jimmy Hayward
46000000.0,Drama Thriller Mystery War,10684,en,12.971122,04-07-1996,100860818.0,117.0,Courage Under Fire,6.2,232,Edward Zwick
25000000.0,Crime Drama Thriller,325789,en,24.672234,13-07-2016,15436808.0,127.0,The Infiltrator,6.6,573,Brad Furman
45000000.0,Action Crime Thriller,82675,en,49.353524,27-09-2012,376141306.0,91.0,Taken 2,6.1,2757,Olivier Megaton
45000000.0,Drama Mystery Thriller Crime,9944,en,17.923254,16-12-1993,195268056.0,141.0,The Pelican Brief,6.3,371,Alan J. Pakula
45000000.0,Drama Thriller Crime Mystery,10731,en,17.746719,20-07-1994,117615211.0,119.0,The Client,6.4,278,Joel Schumacher
45000000.0,Drama Action Thriller Crime,9869,en,19.637704,04-06-1992,178051587.0,117.0,Patriot Games,6.3,433,Phillip Noyce
46000000.0,Drama Thriller Crime,146233,en,88.496873,18-09-2013,122126687.0,153.0,Prisoners,7.9,3085,Denis Villeneuve
45000000.0,Action Crime Drama Thriller,2034,en,52.081131,05-10-2001,104876233.0,122.0,Training Day,7.3,1634,Antoine Fuqua
45000000.0,Horror Action,36647,en,43.815492,21-08-1998,131183530.0,120.0,Blade,6.5,1905,Stephen Norrington
45000000.0,Action Adventure Crime Thriller,1537,en,17.270539,07-04-2002,94935764.0,89.0,Changing Lanes,5.9,299,Roger Michell
45000000.0,Adventure Horror Thriller,9360,en,27.684779,11-04-1997,136885767.0,89.0,Anaconda,4.7,610,Luis Llosa
35000000.0,Horror Mystery Thriller,768,en,26.134678,19-10-2001,74558115.0,122.0,From Hell,6.6,741,Albert Hughes
45000000.0,Action Thriller,2636,en,16.582709,07-10-1994,170362582.0,110.0,The Specialist,5.5,313,Luis Llosa
45000000.0,Horror Action Science-Fiction,7737,en,12.06538,20-09-2007,148412065.0,94.0,Resident Evil: Extinction,6.1,1292,Russell Mulcahy
45000000.0,Crime Drama Thriller,82525,en,31.856589,06-07-2012,82966152.0,131.0,Savages,6.2,766,Oliver Stone
25000000.0,Action Adventure Crime Thriller,9759,en,24.459948,06-09-2004,56422687.0,94.0,Cellular,6.1,537,David R. Ellis
55000000.0,Action Adventure Crime Thriller,2207,en,32.31022,01-03-2006,65664721.0,105.0,16 Blocks,6.2,661,Richard Donner
70000000.0,Action Adventure Science-Fiction Thriller,9381,en,27.568194,20-08-2008,72108608.0,101.0,Babylon A.D.,5.4,676,Mathieu Kassovitz
35000000.0,Crime Drama Mystery Thriller,5955,en,12.495436,09-01-2001,29400000.0,123.0,The Pledge,6.5,215,Sean Penn
45000000.0,Thriller Mystery,11439,en,21.118196,12-02-2010,60222298.0,128.0,The Ghost Writer,6.7,670,Roman Polanski
45000000.0,Adventure Action Horror Science-Fiction,9457,en,6.513856,30-01-1998,11203026.0,106.0,Deep Rising,6.0,154,Stephen Sommers
45000000.0,Action Crime Thriller,13184,en,14.813057,21-08-2008,42487390.0,99.0,Bangkok Dangerous,5.0,332,Danny Pang
40000000.0,Action Comedy Thriller,2185,en,5.201688,05-04-2002,8493890.0,85.0,Big Trouble,6.3,80,Barry Sonnenfeld
45000000.0,Action Thriller,38153,en,3.848893,31-01-1997,2154540.0,103.0,Shadow Conspiracy,4.0,11,George P. Cosmatos
45000000.0,Crime Adventure Action Comedy Thriller,58233,en,35.6585,15-09-2011,160078586.0,101.0,Johnny English Reborn,6.0,1007,Oliver Parker
44500000.0,Drama Thriller,68734,en,62.01056,11-10-2012,232324128.0,120.0,Argo,7.1,3423,Ben Affleck
44000000.0,Adventure Action Thriller Crime Mystery,5503,en,54.884297,06-08-1993,368875760.0,130.0,The Fugitive,7.2,1220,Andrew Davis
44000000.0,Crime Drama Thriller,819,en,16.245068,18-10-1996,165615285.0,147.0,Sleepers,7.3,715,Barry Levinson
44000000.0,Action Adventure Thriller War,1369,en,38.653969,21-05-1985,300400432.0,96.0,Rambo: First Blood Part II,6.3,864,George P. Cosmatos
44000000.0,Drama Thriller,9623,en,3.937352,02-02-1996,0.0,118.0,The Juror,5.5,89,Brian Gibson
50000000.0,Fantasy Action Science-Fiction Thriller,834,en,49.020045,12-01-2006,111340801.0,106.0,Underworld: Evolution,6.4,1528,Len Wiseman
40000000.0,Drama Science-Fiction Thriller,228066,en,24.821138,10-11-2015,34227298.0,109.0,Victor Frankenstein,5.6,685,Paul McGuigan
42000000.0,Drama Mystery Thriller,37233,en,23.736535,30-06-1993,270248367.0,154.0,The Firm,6.6,501,Sydney Pollack
40000000.0,Action Thriller Crime,27582,en,44.094856,13-01-2011,51070807.0,93.0,The Mechanic,6.3,1045,Simon West
42000000.0,Drama Mystery Thriller Crime,11560,en,14.046705,03-04-2002,63781810.0,115.0,High Crimes,6.1,184,Carl Franklin
32000000.0,Drama Horror Mystery,2637,en,14.733513,25-01-2002,55157539.0,119.0,The Mothman Prophecies,6.1,305,Mark Pellington
32000000.0,Adventure Action Thriller,709,en,28.22119,07-07-1989,156167015.0,133.0,Licence to Kill,5.9,541,John Glen
42000000.0,Fantasy Thriller Horror,49730,en,45.151657,11-03-2011,89162162.0,100.0,Red Riding Hood,5.6,922,Catherine Hardwicke
60000000.0,Action Crime Thriller,2749,en,15.205371,01-03-2001,56359980.0,120.0,15 Minutes,5.7,191,
42000000.0,Crime Drama Thriller,1830,en,34.828241,16-09-2005,24127895.0,122.0,Lord of War,7.0,1335,Andrew Niccol
42000000.0,Adventure Fantasy Action Western Thriller,46528,en,7.349497,02-12-2010,11087569.0,100.0,The Warrior's Way,6.3,136,Sngmoo Lee
40000000.0,Mystery Thriller Drama,745,en,73.085576,06-08-1999,672806292.0,107.0,The Sixth Sense,7.7,3147,M. Night Shyamalan
42000000.0,Action Thriller Crime,49527,en,34.041407,13-01-2012,46221189.0,102.0,Man on a Ledge,6.2,925,Asger Leth
70000000.0,Crime Drama Mystery Thriller,10398,en,19.439386,24-09-1999,177841558.0,105.0,Double Jeopardy,6.2,278,Bruce Beresford
40000000.0,Drama Romance Thriller,216015,en,98.755657,11-02-2015,571006128.0,125.0,Fifty Shades of Grey,5.2,3254,Sam Taylor-Johnson
40000000.0,Crime Drama Thriller,1645,en,25.219805,24-07-1996,152266007.0,149.0,A Time to Kill,7.0,509,Joel Schumacher
40000000.0,Action Drama Thriller War,193756,en,37.084384,24-12-2013,149295601.0,121.0,Lone Survivor,7.4,1526,Peter Berg
40000000.0,Horror,259693,en,68.794673,13-05-2016,320170008.0,134.0,The Conjuring 2,7.0,1949,James Wan
40000000.0,Horror Mystery,4234,en,24.992057,03-02-2000,161834276.0,116.0,Scream 3,5.7,736,Wes Craven
40000000.0,Romance Horror,6114,en,45.022964,13-11-1992,215862692.0,128.0,Dracula,7.1,1056,Francis Ford Coppola
40000000.0,Thriller Crime Drama,1213,en,31.385257,25-12-1999,128798265.0,139.0,The Talented Mr. Ripley,7.0,767,Anthony Minghella
40000000.0,Action Thriller Crime,187,en,66.003433,01-04-2005,158733820.0,124.0,Sin City,7.2,2691,Robert Rodriguez
40000000.0,Drama Action Thriller Crime,7461,en,24.862767,01-02-2008,151161491.0,90.0,Vantage Point,6.2,716,Pete Travis
40000000.0,Drama Thriller History,820,en,26.82041,20-12-1991,205405498.0,189.0,JFK,7.5,502,Oliver Stone
40000000.0,Horror Mystery,19912,en,32.478077,26-08-2009,186167139.0,82.0,The Final Destination,5.4,831,David R. Ellis
40000000.0,Thriller Drama,296098,en,48.445978,15-10-2015,165478348.0,141.0,Bridge of Spies,7.2,2583,Steven Spielberg
40000000.0,Action Drama Thriller War,8007,en,24.012986,17-11-2001,91753202.0,106.0,Behind Enemy Lines,6.0,457,John Moore
40000000.0,Action Adventure Fantasy Horror Science-Fiction,10336,en,19.833664,31-07-1997,87840042.0,96.0,Spawn,5.0,336,Mark A.Z. Dipp\u00e9
35000000.0,Action Adventure Drama Thriller,11362,en,26.595983,23-01-2002,75395048.0,131.0,The Count of Monte Cristo,7.3,453,Kevin Reynolds
40000000.0,Crime Drama Thriller,50348,en,26.072228,17-03-2011,85412898.0,119.0,The Lincoln Lawyer,7.0,902,Brad Furman
30000000.0,Action Mystery Thriller,48138,en,38.643914,16-02-2011,130786397.0,113.0,Unknown,6.5,1265,Jaume Collet-Serra
40000000.0,Drama Mystery Thriller,1124,en,74.440708,19-10-2006,109676311.0,130.0,The Prestige,8.0,4391,Christopher Nolan
40000000.0,Action Adventure Drama Thriller,1579,en,41.570047,07-12-2006,120175290.0,139.0,Apocalypto,7.3,1221,Mel Gibson
40000000.0,Action Adventure Thriller,708,en,23.331459,29-06-1987,191185897.0,130.0,The Living Daylights,6.2,440,John Glen
40000000.0,Action Science-Fiction Adventure Thriller,34851,en,47.649554,03-07-2010,126248813.0,107.0,Predators,6.0,1206,Nimr\u00f3d Antal
40000000.0,Thriller Mystery,1586,en,32.908414,12-03-2004,92913171.0,96.0,Secret Window,6.4,972,David Koepp
43000000.0,Drama Horror Mystery Thriller,9913,en,29.105407,29-07-2005,91974818.0,104.0,The Skeleton Key,6.4,573,Iain Softley
40000000.0,Drama Crime Thriller,11975,en,12.229516,18-11-1997,45916769.0,135.0,The Rainmaker,6.7,235,Francis Ford Coppola
40000000.0,Horror Thriller,4970,en,27.303608,21-11-2003,141591324.0,98.0,Gothika,5.8,629,Mathieu Kassovitz
40000000.0,Fantasy Action Science-Fiction Thriller Horror,440,en,39.381913,25-12-2007,41797066.0,94.0,Aliens vs Predator: Requiem,4.9,740,Colin Strause
40000000.0,Horror Mystery,41446,en,35.21926,11-04-2011,97138686.0,111.0,Scream 4,6.1,902,Wes Craven
40000000.0,Thriller Crime Mystery,8224,en,25.580272,26-02-1999,96618699.0,123.0,8MM,6.1,474,Joel Schumacher
47000000.0,Horror Mystery,55779,en,38.555482,12-08-2011,157887643.0,92.0,Final Destination 5,5.9,866,Steven Quale
25000000.0,Adventure Fantasy Action Thriller Science-Fiction,8850,en,8.178203,01-07-1994,48063435.0,108.0,The Shadow,5.4,138,Russell Mulcahy
